pt,title,lokasi,is_urgent,gaji,pendidikan,level,link,tipe_pekerjaan,description,post_date
"CV Bara Coaching Indonesia","Staff Administrasi",Surabaya,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394897,"Tidak Disebutkan","<p>1. Laki laki/ perempuan</p><p>2. Minimal lulusan D3 atau sederajat semua jurusan</p><p>3. Mampu mengoperasikan komputer terutama Ms. Word dan Ms. Excel</p><p>4. Mampu berkomunikasi dengan baik</p><p>5. Mampu bekerjasama dalam tim</p><p>6. Jujur, disiplin dan teliti</p><p>7. Memahami alur keuangan</p>",2024-04-29T06:36:30.989135Z
"PT Mitra Cipta Hardi Elektrindo","Admin Sales","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1390203,"Tidak Disebutkan","<p>Pendidikan minimal SMA
</p><p>Menguasai komputer (word, excel, power point) dan internet
</p><p>Detail dan rapi dalam pembukuan administrasi
</p><p>Mampu berkomunikasi dengan baik
</p><p>Disiplin dan berintegritas</p>",2024-04-29T03:44:33.702284Z
"Hollydice Palace","Server Sysadmin","Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394651,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA
</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH
</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><br></p><ol><li>Minimal lulus D3/S1 Teknik Informatika
</li><li>Memiliki pengalaman minimal 3 tahun sebagai system administrator/network infrastructure
</li><li>Disiplin, jujur, mempunyai inisiatif untuk selalu belajar hal baru
</li><li>Menguasai AWS dan alibaba cloud, content delivery network
</li><li>Minimal Pendidikan S1 Jurusan Ilmu Komputer atau setara.
</li><li>Wajib sertakan tanggal, bulan dan tahun kelahiran
</li><li>Minimal Pengalaman 1 tahun sebagai System Administrator. Menguasai sistem jaringan komputer (IP Address, Subnetting, Konfigurasi Jaringan dan Troubleshooting)
</li><li>Menguasai Router Mikrotik (DNS, Gateway, NAT, Routing, Firewall dan Troubleshooting)
</li><li>Menguasai Linux Server (Instalasi, Package Management, Firewall dan Troubleshooting)
</li><li>Menguasai konfigurasi web server linux (LAMP, LEPP, Nginx as Web Proxy)
</li><li>Menguasai konfigurasi High Availability server (Failover dan Load Balancer)
</li><li>Menguasai konfigurasi Mail Server Menguasai konfigurasi / tuning database (MySql dan PostgreSql)
</li><li>Menguasai konfigurasi Master Slave Replication dan Master Master Replication database (MySql, PostgreSql dan MongoDB)
</li><li>Menguasai Server Virtualization (VMware, Hyper-V, Proxmox dan Virtualizor)
</li><li>Menguasai konfigurasi Server Monitoring (Nagios, Icinga, Zabbix, dll) Menguasai ELK Stack merupakan nilai tambah
</li><li>Menguasai konfigurasi CI/CD (Continuous Integration / Continuous Development)
</li><li>Menguasai konsep-konsep: aplikasi client/server, TCP/IP, Network Firewall, NFS, SAN, DAS, CephFS, GlusterFS, DRBD, Corosync, MariaDB, MySQL, MongoDB, PostgreSQL, Virtualisasi, Performance Benchmark.
</li><li>Menguasai Kerberos, FreeIPA, OpenStack, Docker, Kubernetes.
</li><li>Bekerja di luar negeri
</li><li>Cuti 14 hari / Tahun
</li><li>Benefit Gaji ke 13
</li><li>Benefit Bonus Performance per bulan
</li><li>Jenjang Karir level supervisor dan manager
</li><li>3 Tahun Bekerja mendapatkan Biaya Akomodasi Gratis
</li><li>Minimal S1 / Sederajat</li></ol><p><strong>Benefit :
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>

",2024-04-28T10:19:34.543086Z
"Hollydice Palace",Admin,"Prov. Apa saja",true,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394709,"Tidak Disebutkan","<p><strong>DITEMPATKAN DI KANTOR CABANG KAMBOJA
</strong></p><p><strong>PEKERJAAN RESMI SECARA LEGAL DARI PEMERINTAH
</strong></p><p><strong>HANYA MENERIMA CALON KARYAWAN YANG MERASA PUNYA POTENSI UNTUK BERKEMBANG DAN MAJU.</strong><br><br></p><ol><li>Pengalaman yang terbukti sebagai asisten kantor, administrator kantor atau posisi lain yang relevan
</li><li>Pria/Wanita
</li><li>Usia 18 - 38 tahun
</li><li>Kepemimpinan yang sangat baik, manajemen waktu dan keterampilan organisasi
</li><li>Kemampuan luar biasa untuk berkomunikasi secara langsung, tertulis, dan melalui telepon
</li><li>Keakraban dengan prosedur umum dan prinsip dasar akun yang digunakan di kantor
</li><li>Pengetahuan tentang Microsoft Office dan alat serta aplikasi manajemen lainnya<br></li></ol><p><strong>Benefit :
</strong></p><ol><li>Take Home Pay
</li><li>Tunjangan Kerajinan
</li><li>Tunjangan Hidup
</li><li>Tunjangan Lain-Lain
</li><li>THR
</li><li>Bonus bulanan
</li><li>Tempat tinggal / Mess
</li><li>Internet
</li><li>Mobilitas transportasi
</li><li>Medical Allowance
</li></ol><p>Kami hanya menerima orang yang punya <strong>POTENSI </strong>, <strong>SKILL </strong><strong>RAJIN </strong>dan <strong>JIWA </strong><strong>HIDUP </strong>yang mau di asah menjadi profesional career kelas dunia.</p>


",2024-04-28T10:19:34.651521Z
"Perusahaan dirahasiakan","Admin Finance & Accounting (Surabaya-Jawa Timur)",Semarang,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394863,"Tidak Disebutkan","<p>Persyaratan:
</p>
<p><ul><li>Pria &amp; Wanita
</li><li>Usia minimal 21 tahun, usia maksimal 36 tahun
</li><li>D3/S1 semua jurusan
</li><li>IPK Diatas 2.65
</li><li>Fresh Graduate
</li><li>Memiliki Ketelitian yang tinggi
</li><li>Memiliki komunikasi yang baik
</li><li>Mampu berorganisasi &amp; bekerja sama dengan baik
</li><li>Bersedia mengikuti proses seleksi &amp; Training
</li><li>Bersedia ditempatkan dikota Surabaya</li></ul></p>",2024-04-26T08:04:55.153076Z
"PT Elabram Systems","Admin - Sales And Marketing",Probolinggo,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394878,"Tidak Disebutkan","<p>Requirement
</p><p>Some Knowledge Of Export Process And Shipping Documentation Would Be Considered An Advantage.
</p><p>Have The Aptitude To Pick Up Things Quickly
</p><p>Good English Ability Written And Spoken Is A Must
</p><p>Experience As Food Sales Admin Is A Must And Understand About Marketing FMCG Product
</p><p>Numeracy And Confidence With Figures Combined With A Strong Attention To Detail
</p><p>Have Knowledge And Experience About Exhibition (Preparation-Finish)
</p><p>Have Knowledge Dan Awareness About Food License And Food Safety</p>





",2024-04-26T10:21:41.409942Z
"Perusahaan dirahasiakan","Administrasi (Surabaya-Jawa Timur)",Semarang,true,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394869,"Tidak Disebutkan","<p></p><ul><li>Pria &amp; Wanita
</li><li>Usia minimal 20 tahun, usia maksimal 36 tahun
</li><li>SMA/SMK/D3/S1 semua jurusan
</li><li>Fresh Graduate/pengalaman
</li><li>Memiliki Ketelitian yang tinggi
</li><li>Memiliki komunikasi yang baik
</li><li>Mampu berorganisasi &amp; bekerja sama dengan baik
</li><li>Bersedia mengikuti proses seleksi &amp; Training
</li><li>Bersedia ditempatkan diArea Jawa Timur (kota Surabaya)</li></ul><p></p>",2024-04-26T08:24:16.614387Z
"Perusahaan dirahasiakan","Staf Admin Operation (Surabaya-Jawa Timur)",Semarang,false,LABEL_COMPETITIVE_SALARY,"[""D3"",""SMA""]","Pemula / Staf",https://karir.com//opportunities/1394866,"Tidak Disebutkan","<p><ol><li>Pria &amp; wanita usia min 21 thn &amp; maks 34 thn
</li><li>Memiliki pendidikan terakhir D3
</li><li>Memiliki kemampuan pengolahan data perusahaan
</li><li>Terbiasa bekerja dengan target insight yang baik
</li><li>Memiliki kemampuan dalam bidang teknologi
</li><li>Bersedia ditempatkan dikota surabaya</li></ol></p>",2024-04-26T08:20:41.149979Z
"PT Wahana Sinema Fantasi","ADMIN SOSIAL MEDIA","Jakarta Barat",true,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394840,"Tidak Disebutkan","<p>* Min. SMA atau sederajat semua jurusan
</p>
<p>* Pengalaman Min. 3 Tahun dibidang yg sama
</p><p>* Memiliki kemampuan teamwork, komunikasi dan interpersonal yang baik.
</p><p>* Friendly
</p><p>* Kreatif dan inisiatif.
</p><p>* Aktif bermain Social Media</p>



",2024-04-25T06:47:59.532245Z
"PT IT Service Centre",Administrasi,Jakarta,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3""]","Pemula / Staf",https://karir.com//opportunities/1394826,"Tidak Disebutkan","<p>Perempuan</p><p>Teliti
</p><p>Komunikatif</p><p>Mampu berkomunikasi dengan bahasa inggris minimal tulisan
</p><p>Menguasai MS Office
</p><p>Lokasi kerja di Jakarta Pusat</p>

",2024-04-25T03:31:53.377394Z
"PT Inti Solid Tritama","Admin project + Purchasing",Bandung,false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394323,"Tidak Disebutkan","<p>Pendidikan Minimal S1 Teknik Elektro / Teknik Sipil / Arsitektur&nbsp;</p><p>Diutamakan yang sudah berpengalaman</p><p>Mampu bekerja secara mandiri maupun dalam tim</p><p>Laki laki / Perempuan&nbsp;</p><p>Ditempatkan di Batam</p>",2024-04-25T05:54:00Z
"PT Qerja Manfaat Bangsa (QMB)","Admin Personalia","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394713,"Tidak Disebutkan","<p><ul><li>Pendidikan minimal S1 Manajemen SDM/Psikologi/Hukum/Akuntasi</li><li>Maksimal usia 29 tahun</li><li>Berpengalaman dibidang yang sama minimal 1 tahun</li><li>Memiliki pengalaman mengurus operasional Outsourcing minimal 1 tahun menjadi nilai plus</li><li>Mempunyai pengetahuan terkait Compensation and Benefit</li><li>Memiliki kemampuan komputer seperti Microsoft (Word, Excel, Ppt)</li><li>Penempatan APL Tower Jakarta Barat</li></ul></p>",2024-04-25T04:00:00Z
"Sumber Daya Menamas Prime Resources","Administrasi Bank Danamon Surabaya","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394772,"Tidak Disebutkan","<p><strong>Kualifikasi :</strong></p><br><ol><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Laki-laki / Perempuan<br></li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Usia maks 28 tahun</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Pendidikan min S1 segala jurusan</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Diutamakan pengalaman sebagai admin min 1 tahun</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Menguasai microsoft office ( terutama rumus-rumus excel / wajib menguasai )</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Orientasi motivasi kerja yang tinggi</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Sudah vaksin Covid 19</li><li>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Bersedia ditempatkan di daerah Genteng, Surabaya <br></li></ol>",2024-04-22T07:17:16.478433Z
"PT Prima Karya Sarana Sejahtera","Administrasi Project","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394776,"Tidak Disebutkan","<p><ol><li>Status Outsourcing
</li><li>Pria/Wanita
</li><li>Usia maksimal 25 Tahun (belum berulang tahun ke 26)
</li><li>Pendidikan minimal D3/S1 (Jurusan matematika, statistika, ilmu komputer, manajemen informatika &amp; akuntansi)
</li><li>IPK minimal 3.00/4.00
</li><li>Menguasai pengolahan data menggunakan Ms Excel (Vlookup, Hlookup, Pivot, If, dll)
</li><li>Memahamai format XML
</li><li>Project selama 6 (enam) bulan
</li><li>Domisili DKI Jakarta
</li><li>Penempatan Jakarta Pusat
</li><li>Dapat bergabung segera</li></ol></p>",2024-04-22T09:27:36.695647Z
"PT Majapahit Solusi Bersama","Admin Cashier - Klaten",Klaten,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394757,"Tidak Disebutkan","<p>Usia max 25 tahun&nbsp;</p><p>Pendidikan min.SMA/SMK</p><p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p><p><br></p>",2024-04-19T06:08:27.272066Z
"PT Era Mulya Citra Warna","ADMINISTRASI KEUANGAN",Bogor,false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Staf Senior",https://karir.com//opportunities/1348915,"Tidak Disebutkan","<p></p><ul><li>Pria
</li><li>Usia minimal 20 Tahun
</li><li>Memiliki penampilan &amp; komunikasi yang baik
</li><li>Pendidikan SMA/SMK/D3/S1
</li><li>Lebih disukai pengalaman bekerja di bagian accounting</li><li>Memiliki semangat kerja yang tinggi
</li><li>Jujur, rajin, dan bertanggung jawab
</li><li>Menguasai Microsoft Office</li><li>Bisa bekerja dengan tim maupun individu</li><li>Memiliki kendaraan sendiri
</li><li>Domisili Gunung Sindur Bogor Dan Sekitarnya
</li></ul><p></p><p>FASILITAS
</p><p></p><ul><li>Jenjang Karir
</li><li>BPJS Kesehatan &amp; Ketenagakerjaan</li></ul><p></p>",2024-04-19T03:48:20.76529Z
"PT Bina Talenta","Admin HR Learning Training","Prov. DKI-Jakarta",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394756,"Tidak Disebutkan","<ul><li>Wanita</li><li>Usia maks. 27 Tahun</li><li>S1 Psikologi dan Management Sumber Daya Manusia (SDM)<br></li><li>Memiliki kemampuan berkomunikasi dengan baik<br></li><li>Pengalaman sebagai Admin Training min. 1 Tahun<br></li><li>Menguasai Ms. Office (Terutaman Ms. Word &amp; Ms. Excel)</li><li>Wilayah penempatan : Kuningan – Jakarta Selatan</li></ul><br>&nbsp;<p><strong>Benefit :</strong></p><ul><li>Gaji (UMK Jakarta) / gross</li><li>Lembur (jika dibutuhkan)</li><li>BPJS</li><li>THR</li><li>Kompensasi kontrak kerja</li></ul><br>",2024-04-19T05:54:18.602228Z
"PT Majapahit Solusi Bersama","Admin Cashier - Majalengka","KABUPATEN MAJALENGKA",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394759,"Tidak Disebutkan","<p>Usia Max 24 tahun</p><p>Pendidikan min.SMA/SMK</p><p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p><p><br></p>",2024-04-19T06:13:32.479149Z
"PT Era Mulya Citra Warna","ADMIN PERSONALIA",Bogor,false,LABEL_COMPETITIVE_SALARY,"[""S1"",""D3"",""SMA""]","Staf Senior",https://karir.com//opportunities/1358486,"Tidak Disebutkan","<p><ul><li>Pria
</li><li>Maksimal usia 35 Tahun
</li><li>Pendidikan Min SMA/K Sederajat
</li><li>Penampilan Rapi
</li><li>Komunikasi Baik
</li><li>Siap Kerja TIM
</li><li>Mempunyai Mental Yang Kuat
</li><li>Berpengalaman Minimal 1 Tahun
</li><li>Memahami Sistem BPJS KT &amp; KS
</li><li>Mempunyai kendaraan sendiri dan Sim
</li></ul></p><br>",2024-04-19T03:43:46.145939Z
"PT Majapahit Solusi Bersama","Admin Cashier - Indramayu","KABUPATEN INDRAMAYU",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394758,"Tidak Disebutkan","<p>Usia Max 25 tahun<br></p><p>Pendidikan min.SMA/SMK</p><p>Mengerti pengelolaan data menggunakan excel</p><p>Mengelola day to day Administrasi Gerai</p><p>Tidak bertindik bagi Laki-laki</p><p>Performance baik, tegas, lancar berkomunikasi, tanggap dan cekatan</p><p><br></p>",2024-04-19T06:12:04.597633Z
"Sumber Daya Menamas Prime Resources","Administrasi Bank Danamon ","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394700,"Tidak Disebutkan","<p><strong>Kualifikasi :</strong></p><br><ol><li>&nbsp;&nbsp;&nbsp; Perempuan</li><li>&nbsp;&nbsp;&nbsp; Usia maks 27 tahun</li><li>&nbsp;&nbsp;&nbsp; Pendidikan min S1 Akuntansi / Ekonomi / Manajemen</li><li>&nbsp;&nbsp;&nbsp; Pengalaman sebagai admin minimal 1 tahun</li><li>&nbsp;&nbsp;&nbsp; Single</li><li>&nbsp;&nbsp;&nbsp; Menguasai microsoft office ( terutama rumus-rumus excel )</li><li>&nbsp;&nbsp;&nbsp; Bahasa Inggris min pasif</li><li>&nbsp;&nbsp;&nbsp; Orientasi motivasi kerja yang tinggi</li><li>&nbsp;&nbsp;&nbsp; Sudah vaksin Covid 19</li><li>&nbsp;&nbsp;&nbsp; Bersedia ditempatkan di Jakarta Selatan</li></ol>",2024-04-17T08:15:46.986014Z
"PT Imecon Teknindo","Admin Officer - AR","Jakarta Pusat",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394699,"Tidak Disebutkan","<p><ol><li>Wanita</li><li>Pendidikan minimal S1 Jurusan Akuntansi&nbsp;</li><li>Usia maksimal 30 tahun
</li><li>Diutamakan berpengalaman sebagai Admin Finance
</li><li>Dapat mengoperasikan Ms.Office
</li><li>Dapat join segera
</li><li>Penempatan Senen, Jakarta Pusat</li></ol></p>",2024-04-17T07:55:54.087306Z
"Sumber Daya Menamas Prime Resources","Admin Bank Danamon ","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""S1""]","Pemula / Staf",https://karir.com//opportunities/1394702,"Tidak Disebutkan","<p><strong>Kualifikasi :</strong></p><br><ol><li>&nbsp;&nbsp;&nbsp; Laki-laki</li><li>&nbsp;&nbsp;&nbsp; Usia maks 28 tahun</li><li>&nbsp;&nbsp;&nbsp; Pendidikan min S1 segala jurusan</li><li>&nbsp;&nbsp;&nbsp; Diutamakan pengalaman sebagai admin di perbankan min 1 tahun</li><li>&nbsp;&nbsp;&nbsp; Menguasai microsoft office ( terutama rumus-rumus excel / wajib menguasai )</li><li>&nbsp;&nbsp;&nbsp; Orientasi motivasi kerja yang tinggi</li><li>&nbsp;&nbsp;&nbsp; Sudah vaksin Covid 19</li><li>&nbsp;&nbsp;&nbsp; Bersedia ditempatkan di Jakarta Pusat</li></ol>",2024-04-17T08:31:44.688218Z
"PT Sinarmulia Sukses Makmur","STAFF ADMINISTRASI","Jakarta Selatan",false,LABEL_COMPETITIVE_SALARY,"[""SMA""]","Pemula / Staf",https://karir.com//opportunities/1374584,"Tidak Disebutkan","<div data-pasted=""1"">
<ul>
<li>Mengagendakan Surat Masuk dan Surat Keluar.</li>
<li>Mengarsip Surat Masuk dan Surat Keluar.</li>
<li>Membantu pengelolaan Kas Kecil.</li>
<li>Mempersiapkan barang yang akan didistribusikan ke outlet atau toko .</li>
<li>Menghitung barang-barang yang ada di gudang atau di toko</li>
<li>Membuat laporan penjualan, laporan stock, laporan kas kecil</li>
<li>Membuat jadwal kurir dan supir</li>
<li>Membuat invoice</li>
<li>Menangani pengiriman Kartu Ucapan Lebaran, Natal, dan Tahun Baru untuk relasi-relasi</li>
</ul>
</div>",2024-04-16T10:08:43.539307Z
"PT Wahana Sinema Fantasi","ADMIN SOSIAL MEDIA","Jakarta Barat",false,LABEL_COMPETITIVE_SALARY,"[""Apa Saja""]","Pemula / Staf",https://karir.com//opportunities/1394672,"Tidak Disebutkan","<p>* Min. SMA atau sederajat semua jurusan
</p>
<p>* Pengalaman Min. 3 Tahun dibidang yg sama
</p><p>* Memiliki kemampuan teamwork, komunikasi dan interpersonal yang baik.
</p><p>* Friendly
</p><p>* Kreatif dan inisiatif.
</p><p>* Aktif bermain Social Media</p>



",2024-04-16T04:15:24.814053Z
